PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
9.514680073755011,22.24128001955515,-9.173764809886446,-20.78238896170105,-1.2130199540829796,3.5861117552037585,0.31492175987710425,2.3484373468230206,-3.44770047786937,5.428681920045467
3.197939965426868,17.36852136863419,-8.50349895696313,-19.39368863237751,-2.482258640231698,3.6170710344312194,-2.6954696866230035,1.5482296168754903,-0.8560308703346098,3.6289986341768676
18.86363266250381,4.600106902610793,-6.378869043035036,4.268472581253522,0.2446880515451544,2.513282004773476,11.335747413577453,-2.8889332007992907,3.6351544551296207,7.901874968591491
12.452229963754103,2.1766949078239146,-3.1898204814911373,-2.1833857761189037,-1.7759492110505284,3.638827369819313,0.7670469874084301,-1.9439521878100945,-0.02690003189072627,3.0508823808536385
25.67892878709928,7.002159617290358,4.319630312828926,-1.6113570431351578,-5.727731562515264,-8.338016772326137,3.5788943028968836,-9.015018064624593,-2.392236946562624,2.2752378163474942
18.659840035593366,2.508830364267329,1.381619753693485,-0.8896107445214265,-3.934964446002884,-7.46247046277798,1.6534796412250676,-10.05497218105831,1.5866037888943576,1.4987727319114308
23.107970233584133,10.308605286690316,-5.427371100386071,-6.973303153298238,0.0996904141406858,-2.996305967464947,9.372890387592149,-2.977604687796829,5.34836338936343,-7.023034599761177
11.875562913158847,3.7574629236353574,-4.670005848830986,-8.472111124175317,-1.5941068158516187,0.9679843476466529,1.3250730067258518,-2.6363563035586584,3.050745744379328,-8.761264668882042
10.873650116797453,8.26725287214171,-10.520374254496918,-8.229440708813685,3.463002426480368,1.0508849701551746,-2.438584437459615,0.9945251186133984,-3.2098063762345554,1.94858509033396
0.7265405739681218,2.228575288299993,-11.58176512604122,-5.046186317688291,2.7678217206252813,2.1899704413507015,-5.451426386855296,-0.44510100316453016,-1.0609271335916108,-1.4580472826876927
16.12297697563256,1.2976964255182275,10.9187090010045,-1.8910868588079004,-10.050611978414485,-7.526511254147881,-1.046722879450094,0.635392307509202,-4.093507438747547,-1.2178147922276619
