PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22
9.51467999641999,22.24127968210735,-9.173765238654248,-20.782391115510418,-1.213026911812455,3.584925927684626,0.3126197435954487,2.3523304519410315,-3.446615550026838,5.43320746247977,-3.5145408537551575,-3.687467740988708,-10.966392804183494,3.1593137653088053,2.5045632798029884,6.189083618957236,-3.0611702782122303,4.464406520924797,1.918120241029504,9.143804038166635,-0.8859416338342224,-1.7794323037049191
3.197939922126456,17.36852117995281,-8.503499027002354,-19.393690197590285,-2.482251249558767,3.6162560267620907,-2.696976977557902,1.5515963106311566,-0.8548166862638633,3.6323474007251324,-3.120153234481812,-2.0097663922372444,-8.219475117851646,2.514397616489555,2.28261443606368,4.522342244053703,-2.9987164433907783,4.379635666013492,1.061633211351918,7.159197549925537,-0.304274184462686,-1.7316666436127834
18.863632607302232,4.600106632903546,-6.37887034419268,4.268472673757095,0.24466983213825347,2.512845832413676,11.334472062261202,-2.8893337214933283,3.634876223621135,7.902125408718975,-7.664785303593483,6.842722008862806,-0.5878412589174014,3.102857333451395,-5.806504698527166,5.212125530685527,-2.5878846465885568,-3.1214508120536326,-0.5312935600134442,3.967960884901297,-0.6686802357138227,7.269597213193498
12.452229948574862,2.176694830084055,-3.189821004454109,-2.1833858337197425,-1.7759468758563293,3.6387084002459815,0.7666056599115293,-1.9440860931231956,-0.02668550991988064,3.0500066626918407,-5.44434944534883,0.9471168297725242,-1.9951889218658194,0.9596600893843198,-2.099871417480054,2.4009500034846734,-4.521683162793612,-1.3080299082149798,1.4723171820054375,0.6303199577788784,-1.8655175022759583,4.15368026476541
25.6789288309288,7.002159822087833,4.319630282676387,-1.611355144023156,-5.727689392830104,-8.33736153937713,3.579603055251504,-9.015274811382739,-2.3924459192599286,2.274096111562953,-1.1915055130411745,-1.3448033325803048,4.689286775265333,1.8861899062106227,-4.536092193154107,2.3142664411205733,-2.251960018041883,10.355983061261814,15.2731335601768,-3.3350307175907266,2.388288818094886,-0.19982502898805102
18.659840065108927,2.5088304994408888,1.381619649867335,-0.8896089177185045,-3.934930481774447,-7.462013768377337,1.6538492768801512,-10.05477340549626,1.5863172765749471,1.499213236529906,-2.662548027018641,0.5327828374554082,5.285019862633578,0.13469565706780248,-4.318379349074084,2.4067681985417675,-2.2869242930930134,10.02382138098043,15.356777870952257,-2.3017531843654915,2.219688751212585,-0.970095285726088
23.107970294242737,10.30860556667262,-5.427369997644732,-6.973303405074659,0.09976296099808446,-2.9961832118743232,9.373374221423386,-2.973999246504649,5.351369315282459,-7.024251455681123,4.023992609075136,-7.692752204178165,2.1021116853742448,-1.5062120467026128,-1.14914672670108,-0.3555042537671318,-3.9847358020093275,7.575418802010619,3.4353361932143525,1.285477058444138,2.9933615577726407,-2.6299271610175365
11.8755629637611,3.757463159632682,-4.670004714712096,-8.472111587595064,-1.5940508195376253,0.96802897893764,1.3255191054261317,-2.633167367114922,3.053430642651338,-8.761718068070858,1.3453464886183297,-7.5060845164971575,0.8495130032816968,-2.0951512829778927,0.9984790605950158,-0.3080656977664021,-3.2741260387987396,6.05173485009695,2.388321011867744,0.4904061055998275,0.689254114185184,-3.130278684815815
10.873650048006565,8.267252566576518,-10.52037508559382,-8.229440613628938,3.4629256477173067,1.050534391165438,-2.4393255663537814,0.9923037519026018,-3.2121581262552024,1.9511949401942958,-5.045708693277534,2.2988159023322066,-3.7629578160033,1.031770392566639,-4.927980262158471,1.1886407681763569,-3.426701065399323,-6.440786454301438,1.2142384775978157,-0.11935709875382114,1.278840701106501,-1.0848689144444512
0.7265405395470215,2.2285751334875177,-11.58176552295686,-5.046186039025322,2.767770432357467,2.1899005354362187,-5.451557935188268,-0.4470570337845244,-1.0625781693708982,-1.4568867000338708,-5.573306453331676,2.662845263918218,-2.11248802367166,-0.933930885623068,-3.277038429500534,1.9270759186907513,-2.8166581018800088,-4.210348275236031,1.2359834798341764,-1.092407996113241,0.8470473809205794,-0.9988012249048324
16.12297701143993,1.297696593844149,10.918708957941996,-1.8910861795195557,-10.050588007158778,-7.525903614217823,-1.0458909820943267,0.6337819820441624,-4.094032434662927,-1.221414391917808,-0.34950713845188364,2.5757750930681578,-1.183180316987482,3.1456626343698364,-2.7985894753933525,2.9744459204636438,-1.0636255942580473,-0.492828775061636,-1.5169891767444232,-2.5483214921889794,-2.7712975109968174,2.556270260638646
