SampleID,Disease,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115
CRR_001,CRR,9.51467999641999,22.24127968210735,-9.173765238654248,-20.782391115510418,-1.213026911812455,3.584925927684626,0.3126197435954487,2.3523304519410315,-3.446615550026838,5.43320746247977,-3.5145408537551575,-3.687467740988708,-10.966392804183494,3.1593137653088053,2.5045632798029884,6.189083618957236,-3.0611702782122303,4.464406520924797,1.918120241029504,9.143804038166635,-0.8859416338342224,-1.7794323037049191,4.600371764937316,-4.627079796386612,2.945535224727046,-1.6963383410774102,1.1335314010710598,1.8474323725001722,3.661478521970115,0.0027160763009715615,1.9438786013618035,6.508975521789768,2.175692557755471,-0.8375524880415596,7.620564887750911,0.4090001516995677,-3.216192738560291,-0.6497254132733697,-3.539926305084642,6.37307446831417,4.584410139404654,6.9842598510519345,-1.2159627321100268,-5.156554261326897,2.8373343674654112,0.31981174274787816,-3.012899800761415,-2.7985076087651826,2.7733930799536535,-1.026469251704082,-2.6300595538115386,-2.060124019471359,-2.7612538672575107,-1.8876314388465678,0.5663161130777379,-2.312211640168252,0.1311867652386664,3.549761413992311,1.2280884604710591,-3.6239531418126223,0.23986592566570428,0.2356802125877991,-0.24287453681893853,0.034809524488377715,-0.8733489491000981,-0.41655118979747435,-0.42776519654552503,1.333029603152138,-1.2632464560548937,4.248843491845757,-1.7536942251642875,0.8711467044931802,0.38346283919608665,1.9945237822496278,0.8589500204766191,-0.49047789340942194,-1.1147243363171748,1.4072976985635843,2.3164054941260286,-0.08169624023900972,3.3156745877980236,-1.5942953176447712,-1.6518447664649858,-0.9557380589575059,0.6060406307990475,-0.08210797912240855,1.0265108270256194,-0.10207774119716104,-1.1874402396912547,0.3857997062242637,-1.2223757511595852,0.23474577083200582,-2.026885024577026,-0.23369334692248403,-0.65724761491654,2.31548519358093,-1.4898103422397404,-0.267836743882412,0.5347778222983777,0.8457697133496881,-1.3996249349257375,-0.7627873443705742,-0.10606497456645188,0.11904810802856917,-0.2057738334842744,0.9796818908718927,-0.1848229854728549,0.9360314952815354,-0.9876684235249832,0.29743730474263247,1.5501463367105928,0.2440254616895532,-1.678622554450592,-0.21005342702912472,1.6415420306316206
CRR_002,CRR,3.197939922126456,17.36852117995281,-8.503499027002354,-19.393690197590285,-2.482251249558767,3.6162560267620907,-2.696976977557902,1.5515963106311566,-0.8548166862638633,3.6323474007251324,-3.120153234481812,-2.0097663922372444,-8.219475117851646,2.514397616489555,2.28261443606368,4.522342244053703,-2.9987164433907783,4.379635666013492,1.061633211351918,7.159197549925537,-0.304274184462686,-1.7316666436127834,3.1259607495152704,-3.316306218733084,2.088322913483993,-0.6228007595956774,0.8733063458368419,0.7594442433819316,1.869875343321286,-1.0969455747576287,1.028014372766624,4.495412512147714,1.4512918542898117,-0.436543567366158,6.0538060615938045,0.41850129172802275,-1.7208496048857422,-0.8483770704847584,-2.509930577465244,4.704617564313776,3.1102279639483355,5.35835706025156,-0.8447096555722474,-4.023275294468573,1.9106701098866306,0.5654510616065634,-2.454085211989117,-1.8458489540302292,2.0593589647749546,-1.1549573514397955,-2.5857997339595418,-0.9076491783233471,-1.3107705630437214,-1.2622155213712618,0.5282617986539667,-2.027760772021806,-0.4485953053658935,2.2219656713636655,-0.13774416736682976,-2.553795719668566,0.1562162520123682,-0.10887220114819404,-0.5686513384098049,0.4341359570130997,-1.0046636124679669,-0.7602510445750656,-1.0892689310376653,0.7036382098838995,-1.1594475389996344,3.756599610495658,-0.06480286732248008,0.26719686688964783,0.9641500808068675,1.6396905208200812,0.7166122755137212,-0.8249269538626085,0.24164773700415926,-0.10565083108117404,1.4583901237677137,-0.3784872235883629,2.145353931263846,-0.6184624233059111,-1.214135574274783,-0.5731304302786987,0.5878214567709861,-0.2812839411573365,0.7264573107589761,-0.08537724416218628,-0.2254280089118499,0.5955484315927745,-1.71608001695337,-0.21698015003389656,-1.8742362364607073,-0.6280438886118015,-0.4870449014233322,1.1582829469448384,-0.506609546586034,0.6316453705948134,1.1098754390747005,0.04463350845024288,-0.22255181642874397,-0.505396291403171,0.35714634922056204,-0.06364768685438761,-0.5152050528359436,0.7679894848916524,0.022309035453211633,-0.3692472476929958,-0.5451953390572936,-0.30377276813021875,0.38820428439657245,1.2260901622372078,-0.7215921682791324,-0.07843043100399168,0.13543261060187975
CRR_003,CRR,18.863632607302232,4.600106632903546,-6.37887034419268,4.268472673757095,0.24466983213825347,2.512845832413676,11.334472062261202,-2.8893337214933283,3.634876223621135,7.902125408718975,-7.664785303593483,6.842722008862806,-0.5878412589174014,3.102857333451395,-5.806504698527166,5.212125530685527,-2.5878846465885568,-3.1214508120536326,-0.5312935600134442,3.967960884901297,-0.6686802357138227,7.269597213193498,2.4700720172756268,3.04738530677226,-2.408555117088984,-3.7713408592632565,-1.907890197835112,2.95967222309751,-2.0560423705108084,-2.7916985568858848,2.0180771290889985,-0.6078993398897955,-3.8792298465225477,2.4158417729946633,3.9519903465855197,-2.4032316569951693,1.930024764248151,4.503911201390559,-4.9274178633882295,-1.8248468090644407,3.3420677570676274,-5.559490182120315,-1.913355906734568,-0.3175341241573816,-0.13956872203963286,-0.3310105126298618,0.28900969571737,-2.9094189193617024,-0.18694410178467255,-0.9883721326392048,-3.544348714359392,0.8133510842638177,5.165850812282993,2.070729861295688,-2.5625705283172753,0.6503573441091065,0.43241515030812916,-0.5066518135290762,1.726379464541804,0.7656280316475151,-0.06840137240015325,0.7363525785432604,-2.106914502834882,-0.03344250512189487,0.7983941995556764,-1.9161001705209801,0.1112205257344719,1.0293350305005142,-0.6855582778056363,-1.4302258981695957,-1.4628421565797731,0.46956330199346036,-0.06328219842296466,0.16360602054167153,0.25379819848751634,-0.14552590379216737,-0.17679114923381484,-0.05301282299959145,-0.591076590439103,0.8524684449353334,-0.12230158634859209,0.24613555810098306,0.35593078862876376,0.9317843004722054,0.781239627997739,0.912103539849986,1.71687569805715,-0.14128278723389096,-1.1188351004133215,-0.04806312730830655,0.2081372030611743,0.3185868754368495,-1.6266284980887706,-0.5990245697600334,0.495690631795318,-1.1607997686875426,0.27286795432765437,-0.9582692489038386,-0.18539071360290257,-0.381886625672757,0.8888741540946153,0.5282198114793104,-2.11525352619771,-0.3897793657719202,0.9318459878557579,-0.3357541534082681,-0.0669760793423916,0.8076714981516298,0.5000154388062603,-1.1745924817126552,-0.5825321335002633,-0.6934997894340245,-0.6866372465512852,0.28166467774935144,-0.3747501933664033
CRR_004,CRR,12.452229948574862,2.176694830084055,-3.189821004454109,-2.1833858337197425,-1.7759468758563293,3.6387084002459815,0.7666056599115293,-1.9440860931231956,-0.02668550991988064,3.0500066626918407,-5.44434944534883,0.9471168297725242,-1.9951889218658194,0.9596600893843198,-2.099871417480054,2.4009500034846734,-4.521683162793612,-1.3080299082149798,1.4723171820054375,0.6303199577788784,-1.8655175022759583,4.15368026476541,1.565102512907572,0.5275836723324125,-2.428384771418435,-1.8259798716179774,-1.2090479119671051,2.698506630730198,-1.0492709246632062,-2.979342709332906,0.6628525337617938,-0.3546706171212674,-3.022463330952293,2.027640034425195,3.9753795292069487,-2.336772704477523,0.8098626468382564,2.8867757256380147,-3.140868757556643,-1.4608170044177606,2.310114216870661,-2.250613181520083,0.8102636755936544,-0.3870990676123107,-0.3790689677386352,-1.3235794777259329,0.664687744288018,-0.9662818340004073,-0.4150909315021061,-1.6126873855754218,-0.3727901237569675,1.6649950997377942,1.6582950991233196,0.9762930598977201,-1.7576843994020814,0.416648535359584,0.31175841229798473,-0.7380928118450645,1.4296412532296179,-0.3634833050136314,0.9472044048245524,1.4897391809622604,-1.3183813706208054,-0.08392568720517368,0.9136201348096278,-0.17357413185263446,0.5998098213076036,-1.2520622717750542,-0.08137594629481328,-0.26209533845819405,-1.284080912995184,-1.1279637153257884,0.7414896457747694,0.33981323037723143,-0.5854338749523209,0.437925746963407,0.8906543260560071,1.729231781668878,0.6779778680583699,0.5902516454831483,-0.41151651693953367,1.5406249749941898,0.38893354097578703,-0.2072692063823128,0.07238766800912623,0.9810305804518463,0.5278766242887671,0.6061279388029973,-0.12072440401032979,0.0639793862795714,0.18927199921287868,-0.7069086951522491,-1.1090387559299153,0.8373539790814402,0.619891383657012,-0.8466288463157444,-0.22237980012840006,-0.2432744086440261,-1.198802305003967,-0.6686987767411396,1.1763015532552388,0.6011309280449696,0.25436803750136033,-0.15433049545754757,-0.3630688236078302,-0.4528405717234602,0.21812836767227653,0.1688222097276929,-1.0506409909162155,-0.25140510174547687,-0.8150551435100708,-0.587038201692101,0.4388302339642284,0.43035830179669143,-1.0131750421313512
CRR_005,CRR,25.6789288309288,7.002159822087833,4.319630282676387,-1.611355144023156,-5.727689392830104,-8.33736153937713,3.579603055251504,-9.015274811382739,-2.3924459192599286,2.274096111562953,-1.1915055130411745,-1.3448033325803048,4.689286775265333,1.8861899062106227,-4.536092193154107,2.3142664411205733,-2.251960018041883,10.355983061261814,15.2731335601768,-3.3350307175907266,2.388288818094886,-0.19982502898805102,-1.2960725246981042,6.235282888710351,11.199721019535158,3.8589839493674054,2.4290569983592567,0.7440818629583567,-1.7153853051070855,8.051395730443819,0.9549994149296877,0.8333639137584193,1.8042568687431335,2.2740848489382985,0.8641296410019913,5.241648563561551,-3.4898999531892048,5.5255361989460585,-0.9399781152492132,-3.997986013283507,-0.8842405849110629,4.243207193884838,-1.1699794077527783,-1.0722798431430904,-3.283346605219872,4.453924204998323,-2.2802095846887434,-3.8596408636902244,-0.3161208223903509,1.4492921016240174,-0.9808089519345095,1.733065428304045,1.0620018268347398,2.986837328320438,0.32217229522140106,-1.0720629856650017,-0.4286307039112405,-0.8461541029157174,0.3598951400690628,2.4675117149686936,0.009716273220199485,-1.0483152145492072,-0.8755124645864599,-1.602642357988629,1.142081174833826,1.249382308189256,0.0173856048020506,0.4801011645322468,-1.2122233769277053,-1.8216094202608777,-1.0156536415337036,1.9054833742771728,2.664475469251514,-0.292267906612393,-0.7938888227570995,0.7046866324001435,-0.8684616335002057,-0.7494212635646204,0.3871020019975607,0.042684342075795,-1.158889733453962,-0.6996266182333568,0.8771407712257546,-0.43196661592972807,-0.9642242541476341,0.5764662054459814,0.05289811171896208,0.17365166285502207,-0.4097486262887445,-0.025611072321038552,-1.2227476611871388,-1.0888375390582665,-0.08217144052164067,0.2520641876239422,-0.9847307692083279,0.47254035609261164,-0.041368055111625786,-0.2515814990172108,0.5671467002937849,-1.2834253468613555,0.7234663351623012,-0.7455158389212723,1.695759624142299,0.2151789437915708,-0.2123774136971453,-0.3064983332118938,1.2718964569868014,1.1704799940762696,0.8248255648251126,-0.4560638479745718,0.975082933093367,-0.01162056005006953,0.6851100761021048,0.15776408304378256,0.49459775575543535
CRR_006,CRR,18.659840065108927,2.5088304994408888,1.381619649867335,-0.8896089177185045,-3.934930481774447,-7.462013768377337,1.6538492768801512,-10.05477340549626,1.5863172765749471,1.499213236529906,-2.662548027018641,0.5327828374554082,5.285019862633578,0.13469565706780248,-4.318379349074084,2.4067681985417675,-2.2869242930930134,10.02382138098043,15.356777870952257,-2.3017531843654915,2.219688751212585,-0.970095285726088,-2.076714856176909,7.156690318134526,10.739050160598055,4.620081660741911,3.554023884888393,0.7203523445032017,-1.820472617338291,7.489605951861207,-1.2112557978074443,0.7826513766280052,1.8168740908389927,4.050318416235254,-0.8398740640246855,4.894871643411914,-3.0767033209968315,5.616028511793596,-0.3749468593029173,-3.333466595484084,-2.089037641720472,4.560524743690704,-0.4627895717272836,-1.2689921284491612,-3.189776366782855,3.4107989829596703,-3.1128481942779156,-2.1252185433059387,0.44462044874691264,0.3905445216548963,1.0966799714287871,2.058837939038524,1.6817285950940786,2.2137651374876324,-0.32300625771658886,-0.26223659279898937,-0.5925074194340945,-0.46881750883555595,0.3331356232642095,0.26606171538038115,0.048482473877740975,-0.7997699697641784,-1.3313372990441719,-1.5701086179184096,0.9398577975472127,1.1133093256075592,0.964682291676398,0.01435886045001828,0.0039712149494073165,-1.1650168803521495,-1.5402678483366494,-0.05994004029174124,2.209697985575056,0.8739221812513491,0.2811239726172108,-0.7528802536971617,0.6065423857113369,0.5710128051399961,0.21754885295576173,-1.037714340998158,-1.5748449580902404,0.12087438308900844,-0.17712707132580638,-1.7602315224098288,-0.4554995923218042,0.22800265509223727,-1.3305027056380032,-1.0078198144185928,0.07045857395057663,0.8450204773450662,-0.38978055416237356,0.5664322720494537,0.2574429344573612,0.6503801962306038,-0.37970166680064693,0.2371055014615162,-0.08550063837098382,-0.5330521628363025,0.44157482988826174,-1.1007787891569902,0.18909767218189535,0.32837019283759145,1.181704739729787,0.05922143489502789,-0.6280397230908201,-0.19080767649109864,0.3632860756464198,0.8777842764728102,-0.4408988757616038,0.6148838507107133,0.7803058524417741,-0.3538559397907773,-0.04326294816844597,0.1338284134575893,-0.005790414710102069
CRR_007,CRR,23.107970294242737,10.30860556667262,-5.427369997644732,-6.973303405074659,0.09976296099808446,-2.9961832118743232,9.373374221423386,-2.973999246504649,5.351369315282459,-7.024251455681123,4.023992609075136,-7.692752204178165,2.1021116853742448,-1.5062120467026128,-1.14914672670108,-0.3555042537671318,-3.9847358020093275,7.575418802010619,3.4353361932143525,1.285477058444138,2.9933615577726407,-2.6299271610175365,2.0163021677314994,1.3431066698927006,0.9934903102625986,1.0441658452401688,-0.5068310410761407,-1.5134599279244068,2.1779682303208676,5.184031323123019,5.837406618413152,-4.836106253104124,-0.6464979850298924,1.3555081584201802,0.4834697861020335,0.003574967016542629,1.7652415835251305,-2.115661659133218,1.705223509384215,-0.09877891318441084,5.115030854647556,0.08428194237537355,0.4837295544923448,-0.3045610035628997,-1.8445721506643962,3.273085965048723,0.2563648610564122,2.7662275420598132,-2.872730481967726,-0.06347774338516246,-3.7445698788547,0.15127101554913575,0.9163664502063684,-1.1780393947785406,3.8193699747538155,-0.14427761913100698,1.2069908131718072,-0.05307951578706794,-1.5760635641427345,1.6246601635311346,-0.566997880433679,6.972838131407323,1.0197509037936554,1.0950017176795301,-3.31070817401649,0.5286767283754968,-0.8611162718756542,0.5289920586333291,0.9296709357119813,-0.08379598848927997,-1.5301729137121096,0.1738102834447862,1.6296398373456167,-2.6149272650607345,2.3448411699523435,1.3640942035653678,-3.187879202295579,0.21019208360078864,-2.80129068733336,-1.983680804689208,-1.7363578567064035,0.7983495417806121,2.2869879325226425,1.9017835853066345,1.0600785379969129,-2.511519582456414,-0.4027287233138413,0.5813021107041418,0.865195528200824,-0.6099334132386959,-1.5963399752935552,-2.708790417166812,-0.3465757843610326,-1.9465702868381813,1.0489945208547138,-0.289331307167323,-0.03333455125160603,0.15565086501440217,0.3936693901445911,4.200091072255334,-0.1203130365664236,-1.0075775781549139,-1.9006945383542317,0.09841982434466064,0.6771360285867387,1.5396625791070153,-0.20870900216769436,-1.6456822364093324,0.7508527921676837,-0.3181745527720657,0.4092894902864813,1.2139332002925154,0.30618724019941795,3.422516677314283,-1.1542718692814462
CRR_008,CRR,11.8755629637611,3.757463159632682,-4.670004714712096,-8.472111587595064,-1.5940508195376253,0.96802897893764,1.3255191054261317,-2.633167367114922,3.053430642651338,-8.761718068070858,1.3453464886183297,-7.5060845164971575,0.8495130032816968,-2.0951512829778927,0.9984790605950158,-0.3080656977664021,-3.2741260387987396,6.05173485009695,2.388321011867744,0.4904061055998275,0.689254114185184,-3.130278684815815,0.7402259849888834,0.4585734787036718,0.24677812044576355,1.4307768371177199,-0.30979587737434183,-0.945025820002712,1.9993019855479441,2.785477375291867,3.5587634057837687,-4.085883455972967,0.6073855976387446,3.475275162296679,-0.6114343998148714,0.15861389687667235,1.3043236441687676,-1.408980956707248,0.606542571676293,0.2823637874121066,3.735851081658748,-0.3289169744168281,0.1696102638104981,-0.5523719130454241,-1.9110213382470147,1.9654571332462674,0.7266387157049892,3.06107209147286,-2.6885982989982837,-0.6718537696771925,-1.8392075853189074,0.9425186212448732,0.9879012007373603,-2.1436030781492863,2.850649651538953,0.2840398735417575,0.16876477299267081,-0.1368034311725211,-1.1794032658907339,0.22779695748150378,-0.6492178928620742,3.434991764849894,0.45003988530222766,0.8541229998142786,-1.987765926306218,0.6512489757774003,0.06522567447256257,0.33598164758139315,0.8987058129018899,-1.111169802213247,-0.8320331956546573,-0.37830990483014243,0.5375392961660692,-1.6869286979903795,1.87735561886765,1.6308500611284527,-2.1281715720945833,1.3696736750450695,-1.478272918691832,-0.9634927349974663,-2.2894355822372594,0.6327124905715857,-0.31827294953477714,0.8487865283101668,1.462685168784647,-0.8836692394254084,0.06687819790806665,-0.5333637722113993,1.98717417357724,-1.066046538463435,-0.3580159073404103,-1.2261916767446441,-0.6014354307079706,-1.4890500546663983,0.9923995189636908,-0.6253390616433117,-0.4957442784394011,0.743924321929985,0.5030433985992151,2.652804035419279,0.08673827778303937,-0.5332140529585135,-2.132022200387936,-0.7661563308824894,0.2667865787968392,0.7910325046232688,0.2647080468727497,-0.4159605378092265,-0.04214908623138472,-1.3034004078674661,-0.06755207317592263,1.1122495851529728,-0.6016554928223558,-0.08592051112543847,-1.2792907583716644
CRR_009,CRR,10.873650048006565,8.267252566576518,-10.52037508559382,-8.229440613628938,3.4629256477173067,1.050534391165438,-2.4393255663537814,0.9923037519026018,-3.2121581262552024,1.9511949401942958,-5.045708693277534,2.2988159023322066,-3.7629578160033,1.031770392566639,-4.927980262158471,1.1886407681763569,-3.426701065399323,-6.440786454301438,1.2142384775978157,-0.11935709875382114,1.278840701106501,-1.0848689144444512,-3.332190255218623,-0.5094488243502335,1.517423845449618,-0.45591477080920884,1.2553791413913962,1.9120542917459373,-1.6317268062940824,3.9039496918902583,0.9823211324279754,1.8885856195392046,-1.7003120215202077,-0.7745936404562487,3.2303913543022853,-0.5966001904214493,0.5058033122831056,-0.7370382656134158,1.7385908355090254,1.0141636491835668,-1.3156508688092843,-1.6804849344250634,-3.071373324427297,-1.3084012161573801,-0.6087147714411066,-3.004999326882234,1.4412799683622675,1.7997106457531293,1.0839047943822153,2.2512873560636546,1.2072391430557536,-0.5853430969850362,-0.977706291359466,-0.1827359390438554,1.5698782026333198,3.204771687348015,1.1774974105964715,-1.9425243923486641,-0.6188283273941946,-2.0343289941119367,-0.23400368746567243,-1.0128252033706096,-0.885209795776584,0.8195093778275444,0.7372919077267571,0.03858371890696845,-0.6105565306474784,-0.13777143036693412,-2.0810169894610517,-0.09755441660568441,-0.8682803684316263,1.6976694402114445,0.9104633730851224,-3.3502905416264204,0.4225850488229428,-0.8217360149222706,1.248812397597637,4.949946406378562,2.2874275775981774,-0.44535625928380645,-0.21252026393456805,1.8783464131589211,-0.8916085916344931,0.4522235811369595,0.7302393523060544,0.7565863280562558,-2.4077280207748006,0.7566730355661602,1.2388213241076425,-0.19081909956349177,-0.7183141681754112,0.13590201140466313,-0.14440525238944785,-1.9565683925750494,0.13366812664348127,0.8588372401129726,-2.768586436901091,0.5066462138049878,-1.2504252348210814,-1.2766087992863293,1.2480582148031736,-2.0750973570677145,0.23508764340940766,2.09931936026262,1.1643835977588681,-1.3700078841166883,-0.9771035562452329,-1.2085995040675757,0.6904182842240286,-0.023364311064848625,-0.455251959075167,-0.28429680626882947,-1.383007488627244,-0.47573993590185343,-1.113559859623172
CRR_0010,CRR,0.7265405395470215,2.2285751334875177,-11.58176552295686,-5.046186039025322,2.767770432357467,2.1899005354362187,-5.451557935188268,-0.4470570337845244,-1.0625781693708982,-1.4568867000338708,-5.573306453331676,2.662845263918218,-2.11248802367166,-0.933930885623068,-3.277038429500534,1.9270759186907513,-2.8166581018800088,-4.210348275236031,1.2359834798341764,-1.092407996113241,0.8470473809205794,-0.9988012249048324,-3.8039801170789267,-0.3354529441585505,1.2309097321722273,-0.9396489541454186,0.4287368059859275,2.8732452446677668,-1.8455102387518405,2.4512224174095856,-0.34579992651380576,0.7387195029940347,-1.987250422168548,-0.6323355051638697,1.779268798726969,-0.9023518324970532,-0.42313025801471266,0.39130211563495654,1.746844955410367,1.1081769427909818,-1.3772972744962415,-0.7397039096619534,-1.8039068420309419,-1.6989098956555388,-1.0275558885970097,-2.006455493896849,1.919324437921521,0.9034227879007293,0.2200461612620364,1.013544038590339,0.042912019127699874,1.1377944945489922,-0.026855618918727727,-1.2340475916176439,1.4582055930101712,1.934553514973419,1.403601746983619,-1.5494613292842507,-0.5400498542839939,-0.7588304592821531,-0.267830449387044,-1.3510659388812096,-1.39517569869798,0.9474859878600856,0.8396765754127359,0.09946177449871171,-1.082586653869843,0.09488180614496941,-2.6179918136669142,0.3182224591659988,-0.6335405058553506,1.35925980550213,0.613869384454789,-2.9522939365813388,0.6825310340584634,0.9151958635303431,2.147184165361843,4.735610582839911,1.8757463647577735,-1.0137763052825866,0.24126227151184884,1.2453252127500851,-0.9476933594650552,-0.007294717145906568,1.5082647402022384,1.171976755181815,-1.7053696044051152,0.9984011729467043,0.7454038787978263,0.5884207621057951,0.23602717436535983,0.681206768659847,0.2438045415028881,-2.4933638500728814,0.01672156100065991,0.4937981348922349,-1.8626915552250354,0.22626028698852846,-0.9234565695619228,-0.41034925284464585,1.2202115631808552,-0.5767619291726589,-0.32951779783536683,0.9683420676360185,1.8668372651606242,-0.9330095721004935,-1.2584147331802635,-0.45109607482547703,1.0191583525811487,-0.14857315258258372,-1.051853902389787,0.2377179342745314,-0.5881206328775685,-1.8572488644037624,-0.8235464359973563
